id,url,verdict,xgb_prob,if_score,final,label_is_phish
1,https://sbi.com/,WARN,0.8270981311798096,0.5,0.7453235983848572,-1
2,https://www.sbi.com/,OK,0.21454904973506927,0.5,0.28591178730130196,-1
3,https://sbi.com/login,BLOCK,0.8368978500366211,0.5,0.7526733875274658,-1
4,https://sbi.com/verify,WARN,0.765332043170929,0.5,0.6989990323781967,-1
5,https://sbi.com/claim,BLOCK,0.8368978500366211,0.5,0.7526733875274658,-1
6,https://sbi.com/kyc,WARN,0.8126394152641296,0.5,0.7344795614480972,-1
7,https://sbi.com/redeem,BLOCK,0.833912193775177,0.5,0.7504341453313828,-1
8,https://sbi.com/confirm,BLOCK,0.8461021780967712,0.5,0.7595766335725784,-1
9,https://sbi.com/pay,BLOCK,0.8513849377632141,0.5,0.7635387033224106,-1
10,https://sbi.com/user,BLOCK,0.8478454351425171,0.5,0.7608840763568878,-1
11,https://sbi.in/login,WARN,0.8050562739372253,0.5,0.728792205452919,-1
12,https://sbi.in/verify,WARN,0.7145115733146667,0.5,0.6608836799860001,-1
13,https://sbi.in/claim,WARN,0.8050562739372253,0.5,0.728792205452919,-1
14,https://sbi.in/kyc,WARN,0.6959800124168396,0.5,0.6469850093126297,-1
15,https://sbi.in/redeem,WARN,0.7917861342430115,0.5,0.7188396006822586,-1
16,https://sbi.in/confirm,WARN,0.7881835699081421,0.5,0.7161376774311066,-1
17,https://sbi.in/pay,WARN,0.7986212968826294,0.5,0.723965972661972,-1
18,https://sbi.in/user,WARN,0.809367299079895,0.5,0.7320254743099213,-1
19,https://sbi.xyz/login,WARN,0.4048057794570923,0.5,0.4286043345928192,-1
20,https://sbi.xyz/verify,WARN,0.4675096571445465,0.5,0.4756322428584099,-1
21,https://sbi.xyz/claim,WARN,0.4048057794570923,0.5,0.4286043345928192,-1
22,https://sbi.xyz/kyc,WARN,0.4233112335205078,0.5,0.44248342514038086,-1
23,https://sbi.xyz/redeem,WARN,0.3910866379737854,0.5,0.41831497848033905,-1
24,https://sbi.xyz/confirm,WARN,0.41233500838279724,0.5,0.43425125628709793,-1
25,https://sbi.xyz/pay,WARN,0.43160614371299744,0.5,0.4487046077847481,-1
